,area,baths,beds,parking,date,price,property_type,agent_name,school_list,agent_low_price,village_name,number,clean_price,price_k,price_per_m^2
1495,619.0,1.0,3.0,2.0,Organise an inspection,"$650,000 - $675,000",House,Nick Borrelli,"[{""school_name"": ""Hampstead Primary School"", ""school_distance"": ""1.1 km"", ""school_types"": ""U, R-6"", ""href"": ""https://www.domain.com.au/school-catchment/hampstead-primary-school-sa-5086-7079""}, {""school_name"": ""Roma Mitchell Secondary College"", ""school_distance"": ""3 km"", ""school_types"": ""U, 7-12"", ""href"": ""https://www.domain.com.au/school-catchment/roma-mitchell-secondary-college-sa-5094-6893""}, {""school_name"": ""Our Lady of the Sacred Heart College"", ""school_distance"": ""1 km"", ""school_types"": ""7-12"", ""href"": ""https://www.domain.com.au/schools/our-lady-of-the-sacred-heart-college-sa-5085-49704""}]",600000,BROADVIEW,5083,662500.0,662.5,1.0702746365105007
1521,361.0,2.0,5.0,2.0,Organise an inspection,"House and Land from $623,866",New House & Land,,"[{""school_name"": ""Dernancourt School"", ""school_distance"": ""0.8 km"", ""school_types"": ""U, R-6"", ""href"": ""https://www.domain.com.au/school-catchment/dernancourt-primary-school-sa-5075-6994""}, {""school_name"": ""Avenues College"", ""school_distance"": ""1.6 km"", ""school_types"": ""U, R-12"", ""href"": ""https://www.domain.com.au/school-catchment/avenues-college-sa-5087-6860""}, {""school_name"": ""Adelaide East Education Centre"", ""school_distance"": ""2.1 km"", ""school_types"": ""U"", ""href"": ""https://www.domain.com.au/school-catchment/adelaide-east-education-centre-sa-5075-49559""}]",600000,HOLDEN HILL,5088,623866.0,623.866,1.7281606648199446
1522,332.0,2.0,3.0,2.0,Organise an inspection,"From $625,990",New House & Land,Jason Loizou,"[{""school_name"": ""Dernancourt School"", ""school_distance"": ""0.8 km"", ""school_types"": ""U, R-6"", ""href"": ""https://www.domain.com.au/school-catchment/dernancourt-primary-school-sa-5075-6994""}, {""school_name"": ""Avenues College"", ""school_distance"": ""1.6 km"", ""school_types"": ""U, R-12"", ""href"": ""https://www.domain.com.au/school-catchment/avenues-college-sa-5087-6860""}, {""school_name"": ""Adelaide East Education Centre"", ""school_distance"": ""2.1 km"", ""school_types"": ""U"", ""href"": ""https://www.domain.com.au/school-catchment/adelaide-east-education-centre-sa-5075-49559""}]",600000,HOLDEN HILL,5088,625990.0,625.99,1.8855120481927712
1523,351.0,2.0,4.0,1.0,Organise an inspection,"House and Land from $620,866",New House & Land,,"[{""school_name"": ""Avenues College"", ""school_distance"": ""0.9 km"", ""school_types"": ""U, R-12"", ""href"": ""https://www.domain.com.au/school-catchment/avenues-college-sa-5087-6860""}, {""school_name"": ""Wandana Primary School"", ""school_distance"": ""0.6 km"", ""school_types"": ""U, R-6"", ""href"": ""https://www.domain.com.au/school-catchment/wandana-primary-school-sa-5086-7467""}, {""school_name"": ""Dernancourt School"", ""school_distance"": ""1.2 km"", ""school_types"": ""U, R-6"", ""href"": ""https://www.domain.com.au/school-catchment/dernancourt-primary-school-sa-5075-6994""}]",600000,HOLDEN HILL,5088,620866.0,620.866,1.7688490028490027
1524,362.0,2.0,3.0,1.0,Organise an inspection,"$610,000",New House & Land,Peter Finocchio,"[{""school_name"": ""Avenues College"", ""school_distance"": ""1.8 km"", ""school_types"": ""U, R-12"", ""href"": ""https://www.domain.com.au/school-catchment/avenues-college-sa-5087-6860""}, {""school_name"": ""Wandana Primary School"", ""school_distance"": ""1 km"", ""school_types"": ""U, R-6"", ""href"": ""https://www.domain.com.au/school-catchment/wandana-primary-school-sa-5086-7467""}, {""school_name"": ""Dernancourt School"", ""school_distance"": ""1.1 km"", ""school_types"": ""U, R-6"", ""href"": ""https://www.domain.com.au/school-catchment/dernancourt-primary-school-sa-5075-6994""}]",600000,HOLDEN HILL,5088,610000.0,610.0,1.6850828729281768
1530,320.0,2.0,3.0,2.0,Organise an inspection,"$620,000 - $640,000",House,John Young,"[{""school_name"": ""Roma Mitchell Secondary College"", ""school_distance"": ""3.4 km"", ""school_types"": ""U, 7-12"", ""href"": ""https://www.domain.com.au/school-catchment/roma-mitchell-secondary-college-sa-5094-6893""}, {""school_name"": ""Enfield Primary School"", ""school_distance"": ""0.6 km"", ""school_types"": ""U, R-6"", ""href"": ""https://www.domain.com.au/school-catchment/enfield-primary-school-sa-5085-7022""}, {""school_name"": ""Prospect North Primary School"", ""school_distance"": ""0.7 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/prospect-north-primary-school-sa-5082-50403""}]",600000,BLAIR ATHOL,5084,630000.0,630.0,1.96875
1531,320.0,2.0,3.0,3.0,Organise an inspection,"$629,000 to $689,000",House,Param Baidwan,"[{""school_name"": ""Klemzig Primary School"", ""school_distance"": ""0.3 km"", ""school_types"": ""U, R-6"", ""href"": ""https://www.domain.com.au/school-catchment/klemzig-primary-school-sa-5087-6844""}, {""school_name"": ""Avenues College"", ""school_distance"": ""2.2 km"", ""school_types"": ""U, R-12"", ""href"": ""https://www.domain.com.au/school-catchment/avenues-college-sa-5087-6860""}, {""school_name"": ""Marden Senior College"", ""school_distance"": ""2 km"", ""school_types"": ""U, 11-12"", ""href"": ""https://www.domain.com.au/school-catchment/marden-senior-college-sa-5070-7172""}]",600000,KLEMZIG,5087,659000.0,659.0,2.059375
1532,336.0,1.0,3.0,2.0,Organise an inspection,"$625,000 - $665,000",House,David Philpott,"[{""school_name"": ""Avenues College"", ""school_distance"": ""0.4 km"", ""school_types"": ""U, R-12"", ""href"": ""https://www.domain.com.au/school-catchment/avenues-college-sa-5087-6860""}, {""school_name"": ""Wandana Primary School"", ""school_distance"": ""1 km"", ""school_types"": ""U, R-6"", ""href"": ""https://www.domain.com.au/school-catchment/wandana-primary-school-sa-5086-7467""}, {""school_name"": ""Dernancourt School"", ""school_distance"": ""1.4 km"", ""school_types"": ""U, R-6"", ""href"": ""https://www.domain.com.au/school-catchment/dernancourt-primary-school-sa-5075-6994""}]",600000,WINDSOR GARDENS,5087,645000.0,645.0,1.9196428571428572
1533,336.0,2.0,3.0,1.0,Organise an inspection,"$645,000 - $665,000",House,Theon Bruse,"[{""school_name"": ""Roma Mitchell Secondary College"", ""school_distance"": ""2.7 km"", ""school_types"": ""U, 7-12"", ""href"": ""https://www.domain.com.au/school-catchment/roma-mitchell-secondary-college-sa-5094-6893""}, {""school_name"": ""Enfield Primary School"", ""school_distance"": ""0.8 km"", ""school_types"": ""U, R-6"", ""href"": ""https://www.domain.com.au/school-catchment/enfield-primary-school-sa-5085-7022""}, {""school_name"": ""Blair Athol North B-6 School"", ""school_distance"": ""0.8 km"", ""school_types"": ""U, R-6"", ""href"": ""https://www.domain.com.au/school-catchment/blair-athol-north-b7-school-sa-5084-6935""}]",600000,BLAIR ATHOL,5084,655000.0,655.0,1.9494047619047619
1534,170.0,2.0,4.0,2.0,Organise an inspection,"$620,000 - $660,000",Townhouse,San Arora,"[{""school_name"": ""Hillcrest Primary School"", ""school_distance"": ""0.4 km"", ""school_types"": ""U, R-6"", ""href"": ""https://www.domain.com.au/school-catchment/hillcrest-primary-school-sa-5086-1919""}, {""school_name"": ""Roma Mitchell Secondary College"", ""school_distance"": ""2.8 km"", ""school_types"": ""U, 7-12"", ""href"": ""https://www.domain.com.au/school-catchment/roma-mitchell-secondary-college-sa-5094-6893""}, {""school_name"": ""St Martin's Catholic Primary School"", ""school_distance"": ""0.8 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/schools/st-martins-parish-primary-school-sa-5086-7395""}]",600000,LIGHTSVIEW,5085,640000.0,640.0,3.764705882352941
1535,330.0,2.0,3.0,1.0,Organise an inspection,"From $609,990",New House & Land,Jason Loizou,"[{""school_name"": ""Roma Mitchell Secondary College"", ""school_distance"": ""0.3 km"", ""school_types"": ""U, 7-12"", ""href"": ""https://www.domain.com.au/school-catchment/roma-mitchell-secondary-college-sa-5094-6893""}, {""school_name"": ""Northfield Primary School"", ""school_distance"": ""0.7 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/northfield-primary-school-sa-5085-7245""}, {""school_name"": ""Cedar College"", ""school_distance"": ""1.8 km"", ""school_types"": ""R-12"", ""href"": ""https://www.domain.com.au/schools/cedar-college-sa-5085-6963""}]",600000,NORTHFIELD,5085,609990.0,609.99,1.8484545454545456
1536,354.0,2.0,3.0,1.0,Organise an inspection,"House and Land from $613,866",New House & Land,,"[{""school_name"": ""Northfield Primary School"", ""school_distance"": ""0.8 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/northfield-primary-school-sa-5085-7245""}, {""school_name"": ""Roma Mitchell Secondary College"", ""school_distance"": ""1.1 km"", ""school_types"": ""U, 7-12"", ""href"": ""https://www.domain.com.au/school-catchment/roma-mitchell-secondary-college-sa-5094-6893""}, {""school_name"": ""St Gabriel's School"", ""school_distance"": ""0.7 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/schools/st-gabriels-school-sa-5085-49735""}]",600000,CLEARVIEW,5085,613866.0,613.866,1.7340847457627118
1537,336.0,2.0,3.0,1.0,Organise an inspection,"House and Land from $628,866",New House & Land,,"[{""school_name"": ""Northfield Primary School"", ""school_distance"": ""0.5 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/northfield-primary-school-sa-5085-7245""}, {""school_name"": ""Roma Mitchell Secondary College"", ""school_distance"": ""1.1 km"", ""school_types"": ""U, 7-12"", ""href"": ""https://www.domain.com.au/school-catchment/roma-mitchell-secondary-college-sa-5094-6893""}, {""school_name"": ""Cedar College"", ""school_distance"": ""1 km"", ""school_types"": ""R-12"", ""href"": ""https://www.domain.com.au/schools/cedar-college-sa-5085-6963""}]",600000,NORTHFIELD,5085,628866.0,628.866,1.8716249999999999
1538,372.0,2.0,3.0,1.0,Organise an inspection,"House and Land from $623,866",New House & Land,,"[{""school_name"": ""Roma Mitchell Secondary College"", ""school_distance"": ""1.3 km"", ""school_types"": ""U, 7-12"", ""href"": ""https://www.domain.com.au/school-catchment/roma-mitchell-secondary-college-sa-5094-6893""}, {""school_name"": ""Blair Athol North B-6 School"", ""school_distance"": ""1 km"", ""school_types"": ""U, R-6"", ""href"": ""https://www.domain.com.au/school-catchment/blair-athol-north-b7-school-sa-5084-6935""}, {""school_name"": ""Northfield Primary School"", ""school_distance"": ""1.1 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/northfield-primary-school-sa-5085-7245""}]",600000,ENFIELD,5085,623866.0,623.866,1.6770591397849461
1539,330.0,2.0,3.0,2.0,Organise an inspection,"From $619,990",New House & Land,Jason Loizou,"[{""school_name"": ""Roma Mitchell Secondary College"", ""school_distance"": ""0.3 km"", ""school_types"": ""U, 7-12"", ""href"": ""https://www.domain.com.au/school-catchment/roma-mitchell-secondary-college-sa-5094-6893""}, {""school_name"": ""Northfield Primary School"", ""school_distance"": ""0.7 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/northfield-primary-school-sa-5085-7245""}, {""school_name"": ""Cedar College"", ""school_distance"": ""1.8 km"", ""school_types"": ""R-12"", ""href"": ""https://www.domain.com.au/schools/cedar-college-sa-5085-6963""}]",600000,NORTHFIELD,5085,619990.0,619.99,1.8787575757575758
1540,383.0,2.0,3.0,1.0,Organise an inspection,"$610,000",House,Geoff Cooney,"[{""school_name"": ""Roma Mitchell Secondary College"", ""school_distance"": ""3.3 km"", ""school_types"": ""U, 7-12"", ""href"": ""https://www.domain.com.au/school-catchment/roma-mitchell-secondary-college-sa-5094-6893""}, {""school_name"": ""Enfield Primary School"", ""school_distance"": ""0.7 km"", ""school_types"": ""U, R-6"", ""href"": ""https://www.domain.com.au/school-catchment/enfield-primary-school-sa-5085-7022""}, {""school_name"": ""Prospect North Primary School"", ""school_distance"": ""1 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/prospect-north-primary-school-sa-5082-50403""}]",600000,ENFIELD,5085,610000.0,610.0,1.5926892950391645
1541,383.0,2.0,3.0,1.0,Organise an inspection,"$640,000 - $670,000",House,Michael Georgiadis,"[{""school_name"": ""Roma Mitchell Secondary College"", ""school_distance"": ""1.9 km"", ""school_types"": ""U, 7-12"", ""href"": ""https://www.domain.com.au/school-catchment/roma-mitchell-secondary-college-sa-5094-6893""}, {""school_name"": ""Blair Athol North B-6 School"", ""school_distance"": ""0.5 km"", ""school_types"": ""U, R-6"", ""href"": ""https://www.domain.com.au/school-catchment/blair-athol-north-b7-school-sa-5084-6935""}, {""school_name"": ""Enfield Primary School"", ""school_distance"": ""1.2 km"", ""school_types"": ""U, R-6"", ""href"": ""https://www.domain.com.au/school-catchment/enfield-primary-school-sa-5085-7022""}]",600000,ENFIELD,5085,655000.0,655.0,1.7101827676240209
1542,353.0,2.0,3.0,2.0,Organise an inspection,"$619,890 - $637,610*",House,Adelaide Building Consulting,"[{""school_name"": ""Avenues College"", ""school_distance"": ""1.2 km"", ""school_types"": ""U, R-12"", ""href"": ""https://www.domain.com.au/school-catchment/avenues-college-sa-5087-6860""}, {""school_name"": ""Wandana Primary School"", ""school_distance"": ""0.2 km"", ""school_types"": ""U, R-6"", ""href"": ""https://www.domain.com.au/school-catchment/wandana-primary-school-sa-5086-7467""}, {""school_name"": ""Dernancourt School"", ""school_distance"": ""1.6 km"", ""school_types"": ""U, R-6"", ""href"": ""https://www.domain.com.au/school-catchment/dernancourt-primary-school-sa-5075-6994""}]",600000,GILLES PLAINS,5086,628750.0,628.75,1.7811614730878187
1544,496.0,1.0,3.0,3.0,Organise an inspection,"$640,000 - $690,000",House,Fadi Oudih,"[{""school_name"": ""Northfield Primary School"", ""school_distance"": ""0.9 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/northfield-primary-school-sa-5085-7245""}, {""school_name"": ""Roma Mitchell Secondary College"", ""school_distance"": ""1.6 km"", ""school_types"": ""U, 7-12"", ""href"": ""https://www.domain.com.au/school-catchment/roma-mitchell-secondary-college-sa-5094-6893""}, {""school_name"": ""Cedar College"", ""school_distance"": ""1.1 km"", ""school_types"": ""R-12"", ""href"": ""https://www.domain.com.au/schools/cedar-college-sa-5085-6963""}]",600000,NORTHFIELD,5085,665000.0,665.0,1.340725806451613
1545,372.0,3.0,4.0,2.0,Organise an inspection,"House and Land from $615,866",New House & Land,,"[{""school_name"": ""Roma Mitchell Secondary College"", ""school_distance"": ""1.3 km"", ""school_types"": ""U, 7-12"", ""href"": ""https://www.domain.com.au/school-catchment/roma-mitchell-secondary-college-sa-5094-6893""}, {""school_name"": ""Blair Athol North B-6 School"", ""school_distance"": ""0.9 km"", ""school_types"": ""U, R-6"", ""href"": ""https://www.domain.com.au/school-catchment/blair-athol-north-b7-school-sa-5084-6935""}, {""school_name"": ""Northfield Primary School"", ""school_distance"": ""1.1 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/school-catchment/northfield-primary-school-sa-5085-7245""}]",600000,ENFIELD,5085,615866.0,615.866,1.6555537634408601
1548,353.0,2.0,3.0,1.0,Organise an inspection,"From $635,950",New House & Land,Jason Loizou,"[{""school_name"": ""Avenues College"", ""school_distance"": ""1.6 km"", ""school_types"": ""U, R-12"", ""href"": ""https://www.domain.com.au/school-catchment/avenues-college-sa-5087-6860""}, {""school_name"": ""Wandana Primary School"", ""school_distance"": ""0.2 km"", ""school_types"": ""U, R-6"", ""href"": ""https://www.domain.com.au/school-catchment/wandana-primary-school-sa-5086-7467""}, {""school_name"": ""Valley View Secondary School"", ""school_distance"": ""1.5 km"", ""school_types"": ""U, 7-12"", ""href"": ""https://www.domain.com.au/school-catchment/valley-view-secondary-school-sa-5093-6811""}]",600000,GILLES PLAINS,5086,635950.0,635.95,1.801558073654391
1549,476.0,2.0,3.0,2.0,"Saturday, 11:00am","$649,000-$699,000",House,Caresse Robinson,"[{""school_name"": ""Hillcrest Primary School"", ""school_distance"": ""0.7 km"", ""school_types"": ""U, R-6"", ""href"": ""https://www.domain.com.au/school-catchment/hillcrest-primary-school-sa-5086-1919""}, {""school_name"": ""Roma Mitchell Secondary College"", ""school_distance"": ""3.3 km"", ""school_types"": ""U, 7-12"", ""href"": ""https://www.domain.com.au/school-catchment/roma-mitchell-secondary-college-sa-5094-6893""}, {""school_name"": ""St Pius X School"", ""school_distance"": ""0.6 km"", ""school_types"": ""R-6"", ""href"": ""https://www.domain.com.au/schools/st-pius-x-primary-school-sa-5087-11156""}]",600000,HILLCREST,5086,674000.0,674.0,1.415966386554622
